YEAR,MO,DY,WS,WD,LV ActivePower (kW)
2018,12,16,3.18,57.69,0.6504173993849999
2018,12,17,4.51,125.06,114.41743092140004
2018,12,18,4.7,148.75,188.10443725200003
2018,12,19,4.6,270.38,206.45183296599993
2018,12,20,7.75,123.94,916.5405712299997
2018,12,21,7.23,146.12,1035.1455515689997
2018,12,22,4.15,162.56,91.43273126004001
2018,12,23,5.06,170.62,272.0367463839999
2018,12,24,4.33,152.06,157.92469946900002
2018,12,25,4.8,162.25,211.55483110300028
2018,12,26,8.16,175.12,1411.3310610100002
2018,12,27,9.84,89.31,2296.6696615900014
2018,12,28,4.6,159.69,192.10577666200012
2018,12,29,4.5,200.69,167.91959335100012
2018,12,30,4.55,215.38,241.14785444899996
2018,12,31,4.02,198.38,112.71220964470007
2019,1,1,6.16,285.0,630.1518542359997
2019,1,2,7.53,122.5,969.3265997859999
2019,1,3,5.41,151.0,339.92554351100006
2019,1,4,6.58,231.88,782.1618145989987
2019,1,5,7.8,218.5,1344.50562268
2019,1,6,7.6,137.38,1282.7343670490009
2019,1,7,3.31,273.62,12.191645716070003
2019,1,8,5.91,260.62,486.00072250199963
2019,1,9,6.62,132.94,633.5379535030003
2019,1,10,6.38,256.19,653.8207727070003
2019,1,11,4.05,142.94,81.19261242780001
2019,1,12,7.18,170.56,1019.3352085670002
2019,1,13,6.7,88.62,572.3914835099995
2019,1,14,6.03,88.06,851.6704129039997
2019,1,15,4.71,250.62,170.52870185969982
2019,1,16,4.65,214.88,242.06287429999983
2019,1,17,5.28,144.19,334.8365830869999
2019,1,18,5.24,183.25,319.056025562
2019,1,19,6.06,201.31,550.8312930279999
2019,1,20,7.97,256.69,1462.6270166400004
2019,1,21,7.35,177.44,1080.3796942599997
2019,1,22,7.45,261.0,1138.4603935440014
2019,1,23,7.43,63.19,1065.91024111
2019,1,24,4.95,134.38,246.02023254100004
2019,1,25,6.35,165.44,579.1522308249994
2019,1,26,4.94,180.25,293.80283647700014
2019,1,27,5.21,186.06,335.5145834540004
2019,1,28,6.03,221.75,506.9932217439995
2019,1,29,6.39,154.62,620.3624096649991
2019,1,30,5.86,235.31,484.1490649370005
2019,1,31,5.84,164.69,439.21023010699975
2019,2,1,4.98,100.5,380.92876160200007
2019,2,2,3.64,117.25,64.03724996037
2019,2,3,3.37,75.5,11.044117461324998
2019,2,4,3.66,124.19,32.7999737954
2019,2,5,7.47,294.81,1018.0466459914996
2019,2,6,4.68,335.44,170.25933945899993
2019,2,7,5.03,293.56,283.1201715854
2019,2,8,6.14,171.12,629.9884033329998
2019,2,9,4.84,140.69,262.6204776049998
2019,2,10,3.92,264.31,71.94657466750003
2019,2,11,3.02,106.06,4.417366183414
2019,2,12,2.08,76.44,0.0
2019,2,13,2.78,165.75,1.1083784533099998
2019,2,14,6.09,155.44,553.0957598969998
2019,2,15,7.46,98.12,502.94330448000017
2019,2,16,4.56,144.88,190.46303406100006
2019,2,17,3.35,242.69,9.397665873902
2019,2,18,5.73,254.0,462.2837826590001
2019,2,19,3.22,273.25,39.99576754436598
2019,2,20,10.38,188.81,2694.7329932499997
2019,2,21,8.23,152.19,1438.156610279999
2019,2,22,9.48,137.69,1926.9307252500003
2019,2,23,6.01,189.81,539.909266964
2019,2,24,6.82,205.06,794.7601864670002
2019,2,25,7.09,150.31,1014.3972015409996
2019,2,26,6.66,198.19,805.6766924979997
2019,2,27,5.75,266.25,504.2386212120002
2019,2,28,4.69,184.38,221.756177371
2019,3,1,7.59,235.38,1189.0955983600006
2019,3,2,10.75,182.44,2688.4524024499988
2019,3,3,6.8,141.06,839.2083184590006
2019,3,4,6.3,176.31,636.2707836840004
2019,3,5,6.56,249.12,612.8675647060005
2019,3,6,6.27,260.69,636.9501385480005
2019,3,7,6.55,155.0,766.376038841
2019,3,8,4.97,236.62,280.046014846
2019,3,9,3.99,168.38,64.98987440590003
2019,3,10,7.26,196.88,1010.8866167959991
2019,3,11,4.47,304.12,164.61774184999996
2019,3,12,2.59,145.12,0.18049986004000002
2019,3,13,4.88,206.62,240.83796432419996
2019,3,14,4.84,198.06,267.9278617719999
2019,3,15,2.27,174.31,0.3925743722639997
2019,3,16,3.73,159.94,22.35057998759999
2019,3,17,5.08,267.81,282.6922790570003
2019,3,18,5.84,230.0,460.40426756499977
2019,3,19,5.87,257.81,456.922056572
2019,3,20,5.46,191.69,430.42005430599966
2019,3,21,4.98,179.19,323.8579624910002
2019,3,22,5.41,177.25,401.57299896100017
2019,3,23,5.08,275.38,265.05156564960026
2019,3,24,6.28,237.75,544.773390498
2019,3,25,7.02,200.19,943.7060107689998
2019,3,26,6.58,160.44,720.7982604920008
2019,3,27,7.18,285.62,897.5392223210006
2019,3,28,4.88,315.19,256.2679447357
